com.samsung.shealth.exercise.weather,6123001,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2020-03-05 06:13:16.003,24.72324,,ESE. 110,Fair,0,1,TWC,2020-03-05 06:13:16.006,2020-03-05 06:13:16.006,1,46.619877,19.0,28,UTC+0300,lv82WtQZxZ,0694855b-63ad-4ca4-b8eb-3979143d4dc1,com.sec.android.app.shealth,km/h,0,0.0,1,f312b114-3d3a-42a0-8784-270309be17a1,
,0,2020-11-09 07:39:32.912,24.725607,,S. 170,Fair,0,1,TWC,2020-11-09 07:39:32.942,2020-11-09 07:39:32.942,1,46.61736,28.0,36,UTC+0300,lv82WtQZxZ,42aee6b4-ef65-4155-89f0-ca1af7873c62,com.sec.android.app.shealth,km/h,0,26.0,1,d6a676ac-7a81-4ac5-b187-f2e6d03cf265,
,0,2020-02-09 11:36:52.556,24.718473,,NE. 40,Partly Cloudy,0,1,TWC,2020-02-09 11:36:52.563,2020-02-09 11:36:52.563,1,46.618988,22.0,25,UTC+0300,lv82WtQZxZ,3d29a6b3-c069-445c-8829-214df264b5cb,com.sec.android.app.shealth,km/h,0,14.0,2,d468c7c0-85a9-4146-8224-4534e131437d,
,0,2019-10-28 06:16:08.573,24.723475,,SE. 140,Fair,0,1,TWC,2019-10-28 06:16:08.594,2019-10-28 06:16:08.594,1,46.619907,31.0,20,UTC+0300,lv82WtQZxZ,c1a566bf-7740-4119-90a7-e0eb333a600c,com.sec.android.app.shealth,km/h,0,5.0,1,22233e81-2396-4399-8944-0c150f5bae91,
,0,2020-02-19 13:42:38.385,24.721136,,S. 170,Blowing Dust,0,1,TWC,2020-02-19 13:42:38.390,2020-02-19 13:42:38.390,1,46.61714,31.0,15,UTC+0300,lv82WtQZxZ,5efb2f8e-773a-4f89-87f8-c53822f8a987,com.sec.android.app.shealth,km/h,0,26.0,17,b566c97f-e622-47d6-9d3a-cd537ec0e898,
,0,2020-10-25 14:52:07.181,24.723103,,ESE. 120,Fair,0,1,TWC,2020-10-25 14:52:07.191,2020-10-25 14:52:07.191,1,46.61969,27.0,22,UTC+0300,lv82WtQZxZ,090b8d15-1a71-4aed-99f3-dcd03821365f,com.sec.android.app.shealth,km/h,0,11.0,1,9be69701-b463-441c-aff1-673110a868b1,
,0,2020-02-18 06:55:44.904,24.723215,,SSE. 150,Mostly Cloudy,0,1,TWC,2020-02-18 06:55:44.905,2020-02-18 06:55:44.905,1,46.61985,22.0,17,UTC+0300,lv82WtQZxZ,95056283-648f-41c3-8345-41f15f8dde4c,com.sec.android.app.shealth,km/h,0,23.0,3,2966fa58-e803-4ddf-ba34-de1f21c34f82,
,0,2020-03-01 13:55:53.034,24.72297,,NNW. 330,Fair,0,1,TWC,2020-03-01 13:55:53.038,2020-03-01 13:55:53.038,1,46.61708,30.0,16,UTC+0300,lv82WtQZxZ,c4c0eb2a-72a6-4c06-8b7d-2184aa7d687d,com.sec.android.app.shealth,km/h,0,14.0,1,d9e4b64c-81bb-413a-a24f-b8d2234b1a28,
,0,2019-11-19 05:51:34.709,24.714748,,NNE. 30,Mostly Cloudy,0,1,TWC,2019-11-19 05:51:34.710,2019-11-19 05:51:34.710,1,46.622726,18.0,87,UTC+0300,lv82WtQZxZ,6c64c9ff-63b2-4563-a891-9b36ddaa7453,com.sec.android.app.shealth,km/h,0,10.0,3,f621e381-9885-4297-a6cb-0594880e5932,
,0,2020-08-05 23:43:59.403,24.699923,,NNW. 330,Fair,0,1,TWC,2020-08-05 23:43:59.409,2020-08-05 23:43:59.409,1,46.676556,33.0,13,UTC+0300,lv82WtQZxZ,343dff53-5413-4cea-ba13-f06a22c24f03,com.sec.android.app.shealth,km/h,0,21.0,18,a55fc4e0-79c9-452d-a57d-9219e21390ec,
,0,2020-02-27 10:13:58.523,24.703245,,WNW. 300,Widespread Dust,0,1,TWC,2020-02-27 10:13:58.526,2020-02-27 10:13:58.526,1,46.654926,22.0,28,UTC+0300,lv82WtQZxZ,ca2a9e6e-0499-4fac-a50e-660fd10db0b1,com.sec.android.app.shealth,km/h,0,13.0,17,ba300972-7cc0-4797-963e-9f8905313f35,
,0,2020-01-29 10:50:06.143,24.714973,,SSW. 200,Fair,0,1,TWC,2020-01-29 10:50:06.146,2020-01-29 10:50:06.146,1,46.622486,22.0,17,UTC+0300,lv82WtQZxZ,7e58467b-2f96-4ad0-b544-cec052c64ea7,com.sec.android.app.shealth,km/h,0,21.0,1,6fbf76e2-01e4-486a-af5b-a2015b3b4415,
,0,2020-02-17 08:34:33.228,24.722809,,S. 170,Fair,0,1,TWC,2020-02-17 08:34:33.233,2020-02-17 08:34:33.233,1,46.61966,26.0,12,UTC+0300,lv82WtQZxZ,aeff5363-995d-4b35-ab4b-26065380ded8,com.sec.android.app.shealth,km/h,0,13.0,1,b2753e09-7dda-4e70-ad58-ee45aae0827e,
,0,2020-06-24 05:50:54.397,24.699932,,NNW. 330,Fair,0,1,TWC,2020-06-24 05:50:54.399,2020-06-24 05:50:54.399,1,46.676548,34.0,10,UTC+0300,lv82WtQZxZ,dd258b72-f0ea-4f3a-a68a-27fc4e51d523,com.sec.android.app.shealth,km/h,0,18.0,1,e3e0836f-815b-4ccf-a3fa-107bc0b56069,
,0,2020-02-27 06:27:04.022,24.723425,,WNW. 300,Widespread Dust,0,1,TWC,2020-02-27 06:27:04.026,2020-02-27 06:27:04.026,1,46.61985,17.0,41,UTC+0300,lv82WtQZxZ,44dd2e86-b9b6-47f2-ae52-ddb617b843c8,com.sec.android.app.shealth,km/h,0,11.0,17,0ba749ae-eb0e-4e6d-b241-826c89f42ef2,
,0,2020-06-16 04:01:16.906,24.699936,,SW. 220,Fair,0,1,TWC,2020-06-16 04:01:16.914,2020-06-16 04:01:16.914,1,46.676567,32.0,17,UTC+0300,lv82WtQZxZ,f7c2463e-5fa6-419a-9b79-baf5aff38e61,com.sec.android.app.shealth,km/h,0,0.0,1,12982265-354f-4884-b824-f3734af54b13,
