com.samsung.shealth.tracker.pedometer_step_count,6123001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
18875,4,0,43,2020-12-03 08:09:00.000,,,2020-12-03 08:11:34.356,2020-12-03 08:11:34.356,43,1.8055556,34.08,1.73,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:10:00.000,7c43e365-3cd1-4171-a74b-381077924bb9,
3750,4,0,8,2020-12-01 17:18:00.000,,,2020-12-01 17:19:10.124,2020-12-01 17:19:10.124,8,1.7222222,6.46,0.32,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 17:19:00.000,6feba9b2-e320-46f9-bc08-af8cd1baef11,
38887,4,0,68,2020-11-30 18:33:00.000,,,2020-11-30 18:34:37.166,2020-11-30 18:33:02.056,68,1.3091707,50.909996,2.7299995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:34:00.000,62592451-c075-4a2e-a1ed-628fa7340acf,
6632,4,0,15,2020-12-03 06:06:00.000,,,2020-12-03 06:06:15.336,2020-12-03 06:06:00.091,15,1.789764,11.87,0.59999996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:07:00.000,75547fff-e748-4073-a8ad-9e1d53d860c7,
23844,4,1,44,2020-12-04 06:12:00.000,,,2020-12-04 06:13:57.180,2020-12-04 06:13:57.180,45,1.6666666,39.74,2.37,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:13:00.000,4e4ac13b-f420-4143-adbf-7cf1d1af4a4e,
5063,4,0,10,2020-12-03 08:16:00.000,,,2020-12-03 08:16:52.678,2020-12-03 08:16:49.294,10,1.5245862,7.72,0.39999998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:17:00.000,0705ef93-962f-49cc-9b7a-62cf96c432bb,
2388,4,0,6,2020-12-01 17:35:00.000,,,2020-12-01 17:35:04.501,2020-12-01 17:35:04.501,6,2.2777777,5.44,0.3,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 17:36:00.000,49766322-e7ae-4bc7-9c50-ed4c7b929ee2,
23921,4,0,48,2020-12-01 17:48:00.000,,,2020-12-01 17:49:08.954,2020-12-01 17:48:17.973,48,1.6223576,38.81,2.1499999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 17:49:00.000,5d464fac-bb89-40e9-bbe4-c2f7a53d06a6,
19185,4,0,37,2020-12-03 06:07:00.000,,,2020-12-03 06:07:59.457,2020-12-03 06:07:28.309,37,1.4630557,28.070004,1.4999999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:08:00.000,82baa417-5d50-4e80-bc33-b0e35a62a750,
22276,4,0,37,2020-11-30 18:34:00.000,,,2020-11-30 18:34:57.911,2020-11-30 18:34:37.288,37,1.2322652,27.449999,1.5099999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:35:00.000,40c41836-33ab-4fac-8714-24ed77feb2ee,
9058,4,0,17,2020-12-03 06:08:00.000,,,2020-12-03 06:08:55.730,2020-12-03 06:08:00.244,17,1.4163142,12.83,0.69000006,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:09:00.000,ed2d022a-7aa3-457d-9409-e2a413475de3,
43238,4,0,79,2020-12-01 17:49:00.000,,,2020-12-01 17:50:09.321,2020-12-01 17:49:09.076,79,1.4836197,64.15,3.6299996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 17:50:00.000,97b7357d-cf49-45b9-9dc9-41c5f1225ca5,
17500,4,0,38,2020-12-04 06:13:00.000,,,2020-12-04 06:13:57.572,2020-12-04 06:13:57.572,38,1.7222223,30.14,1.53,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:14:00.000,47d1efde-cbd3-40fc-b80b-c6b3a9738f5d,
4948,4,0,9,2020-12-03 08:21:00.000,,,2020-12-03 08:21:46.184,2020-12-03 08:21:44.246,9,1.3702064,6.7800007,0.36999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:22:00.000,f89c5431-65c8-4381-ab11-9c460f1742c8,
11510,4,3,24,2020-12-02 11:05:00.000,,,2020-12-02 11:05:59.669,2020-12-02 11:05:38.190,27,2.0893195,24.050001,1.52,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 11:06:00.000,68a1b820-80f2-4fc9-a2c8-10ce001ffa10,
12677,4,0,24,2020-12-01 17:50:00.000,,,2020-12-01 17:55:01.081,2020-12-01 17:50:09.407,24,1.4443265,18.310001,0.96000004,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 17:51:00.000,303fa50d-f9f7-4266-bf76-55e3db452dbd,
22114,4,0,37,2020-11-30 18:35:00.000,,,2020-11-30 18:35:57.966,2020-11-30 18:35:24.663,37,1.2313313,27.229992,1.5099996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:36:00.000,64ccceb7-2d7a-4e8b-a77a-22f83240f4c6,
20573,4,6,42,2020-12-01 17:57:00.000,,,2020-12-01 17:57:23.122,2020-12-01 17:57:19.397,48,2.0093822,41.340008,2.4099996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 17:58:00.000,2bab5aaa-afd1-4517-a0e8-9b80ef74e0f8,
29080,4,0,47,2020-12-03 06:09:00.000,,,2020-12-03 06:10:19.154,2020-12-03 06:09:01.707,47,1.1753546,34.179985,1.9099996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:10:00.000,6b184b3b-44d6-4009-943f-8b549c0df757,
36028,4,0,67,2020-12-04 06:14:00.000,,,2020-12-04 06:15:01.509,2020-12-04 06:14:02.524,67,1.4074911,50.71,2.6899996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:15:00.000,4b1d1cf0-9a8b-4338-a726-b2ffb23b8cee,
3648,4,0,7,2020-12-03 08:38:00.000,,,2020-12-03 08:42:37.483,2020-12-03 08:42:37.483,7,1.4444444,5.27,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:39:00.000,a392c4c6-7649-4b62-a610-6bd0078a03fc,
467,4,0,1,2020-12-02 11:06:00.000,,,2020-12-02 11:06:00.247,2020-12-02 11:06:00.247,1,1.6666666,0.78,0.04,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 11:07:00.000,44ab4a5f-b312-4cd9-9952-7276040ead90,
8030,4,0,12,2020-11-30 18:37:00.000,,,2020-11-30 18:37:13.928,2020-11-30 18:37:10.358,12,1.0796536,8.67,0.49999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:38:00.000,15c7688a-49e5-4305-9e31-47c322219a7e,
22781,4,0,41,2020-12-01 18:04:00.000,,,2020-12-01 18:04:59.580,2020-12-01 18:04:36.684,41,1.366891,31.140003,1.6399997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:05:00.000,bcfdb4b7-7888-4980-832d-cbb0110f4bb3,
37842,4,5,81,2020-12-03 06:10:00.000,,,2020-12-03 06:12:24.349,2020-12-03 06:10:19.241,86,1.8428785,69.740005,3.6799998,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:11:00.000,c5232505-fc40-4bc3-9fb8-babcf10dafc0,
17557,4,0,31,2020-12-03 08:46:00.000,,,2020-12-03 08:47:36.478,2020-12-03 08:47:36.478,31,1.3333334,23.41,1.26,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:47:00.000,2b915d4c-223f-449e-b890-04e9834b5765,
34478,4,0,58,2020-12-01 18:05:00.000,,,2020-12-01 18:05:53.292,2020-12-01 18:05:00.197,58,1.2375959,42.669994,2.3899994,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:06:00.000,924bf532-9c30-433d-a4c2-bd591c3986ba,
7879,4,0,16,2020-12-04 06:15:00.000,,,2020-12-04 06:17:07.212,2020-12-04 06:17:07.212,16,1.5,11.82,0.66,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:16:00.000,bf3796cc-9cb4-4f94-8031-b0861257b592,
3589,4,0,8,2020-12-03 08:47:00.000,,,2020-12-03 08:47:39.154,2020-12-03 08:47:38.362,8,1.9753565,7.09,0.4,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:48:00.000,331432cb-b719-4075-9cde-4c8d78daad90,
10692,4,1,20,2020-12-03 06:11:00.000,,,2020-12-03 06:12:24.452,2020-12-03 06:12:24.452,21,1.6666666,17.82,1.16,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:12:00.000,a5ee7d17-7164-4af3-9b13-e3a037e9aaf7,
3990,4,0,7,2020-12-02 11:09:00.000,,,2020-12-02 11:09:30.681,2020-12-02 11:09:30.681,7,1.3055556,5.21,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 11:10:00.000,4f947d23-d910-46b0-8ab9-e0cace5fc6bf,
18996,4,0,39,2020-12-03 06:12:00.000,,,2020-12-03 06:12:53.308,2020-12-03 06:12:24.581,39,1.5792524,30.000006,1.5799999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:13:00.000,cc10f867-e5e4-4c0e-a83a-e8f92dd55d61,
17485,4,0,25,2020-12-01 18:06:00.000,,,2020-12-01 18:15:00.112,2020-12-01 18:06:03.764,25,1.0357227,18.11,1.04,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:07:00.000,b486b7af-df7f-4364-8ea9-711e0f7ca6a2,
3215,4,0,7,2020-12-01 18:37:00.000,,,2020-12-01 18:37:24.438,2020-12-01 18:37:23.968,7,2.037299,6.5499997,0.47,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:38:00.000,a8a895d9-ed3e-4960-a3e9-b68956e66e87,
8623,4,0,17,2020-12-04 06:28:00.000,,,2020-12-04 06:28:51.669,2020-12-04 06:28:20.961,17,1.5120885,13.040001,0.69,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:29:00.000,bfedff93-b0f2-4207-b788-0b823e05a63c,
9637,4,0,15,2020-12-03 08:48:00.000,,,2020-12-03 08:48:55.315,2020-12-03 08:48:49.880,15,1.1330999,10.92,0.62,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:49:00.000,72917a47-5ae0-4d0e-a7d3-4da3edc942c6,
5185,4,0,9,2020-12-02 11:17:00.000,,,2020-12-02 11:34:58.114,2020-12-02 11:17:50.822,9,1.3440906,6.97,0.38,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 11:18:00.000,17d31bbd-6906-4cfe-9764-0ee18ace0864,
3120,4,0,6,2020-12-01 18:39:00.000,,,2020-12-01 18:39:12.072,2020-12-01 18:39:12.072,6,1.9166666,5.98,0.42,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:40:00.000,b336f554-919f-4073-a21d-ef08a1a29d86,
6538,4,0,15,2020-12-03 08:49:00.000,,,2020-12-03 08:49:22.007,2020-12-03 08:49:07.249,15,1.7786868,11.629999,0.59000003,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:50:00.000,123bd5a6-9820-4174-baa6-acadead7add9,
3491,4,0,7,2020-12-01 18:41:00.000,,,2020-12-01 18:41:40.332,2020-12-01 18:41:39.933,7,1.6725084,5.84,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:42:00.000,a43dd028-a2cd-404e-858f-659981315fab,
19557,4,0,38,2020-12-03 06:13:00.000,,,2020-12-03 06:13:30.467,2020-12-03 06:13:06.943,38,1.4878833,29.100004,1.5299996,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:14:00.000,8996cb74-8e06-4035-b46e-10c65ddfa7df,
17170,4,0,39,2020-12-04 06:34:00.000,,,2020-12-04 06:35:00.186,2020-12-04 06:35:00.186,39,1.8333335,31.48,1.57,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:35:00.000,3ec664e2-780e-4cf6-a3ea-e93f0727f73e,
7060,4,0,15,2020-12-03 08:50:00.000,,,2020-12-03 08:50:25.378,2020-12-03 08:50:19.907,15,1.6401092,11.580002,0.63000005,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 08:51:00.000,0d16d0f9-41d7-466c-9b6d-d1de28715b6c,
7719,4,0,12,2020-12-03 06:15:00.000,,,2020-12-03 06:15:59.511,2020-12-03 06:15:54.648,12,1.1230928,8.670001,0.48999995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:16:00.000,c77b4dff-748a-4743-b481-321f48e37fb1,
7874,4,3,18,2020-12-01 18:42:00.000,,,2020-12-01 18:54:59.120,2020-12-01 18:42:45.270,21,2.3506005,18.51,0.98,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:43:00.000,dc91851c-1c8b-4117-95e9-10fd9ec8f318,
31686,4,0,64,2020-12-03 06:16:00.000,,,2020-12-03 06:17:07.180,2020-12-03 06:16:00.137,64,1.5464005,49.0,2.58,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:17:00.000,ab3d0e67-3198-4b28-9e5c-6a5291835cf5,
3127,4,0,7,2020-12-03 09:54:00.000,,,2020-12-03 09:54:42.707,2020-12-03 09:54:42.707,7,1.8611112,5.82,0.33,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 09:55:00.000,b36a5ac2-8db6-419d-8f95-67b2eaf060a5,
43209,4,7,85,2020-12-03 06:17:00.000,,,2020-12-03 06:18:30.199,2020-12-03 06:17:07.299,92,1.7044766,73.65,4.09,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:18:00.000,1f1f5179-a225-4655-bfc7-1d31f37dd107,
5133,4,0,12,2020-12-04 06:35:00.000,,,2020-12-04 06:40:24.208,2020-12-04 06:40:24.208,12,2.1388888,10.98,0.72,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:36:00.000,1229dfc2-75bd-420d-b319-f267303687ad,
30276,4,0,62,2020-12-03 06:18:00.000,,,2020-12-03 06:18:49.951,2020-12-03 06:18:30.302,62,1.5622486,47.3,2.5199993,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:19:00.000,68392c2d-394a-44e1-9699-81d234971f70,
2247,4,0,7,2020-12-01 18:46:00.000,,,2020-12-01 18:54:59.230,2020-12-01 18:54:59.230,7,2.638889,5.93,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:47:00.000,5ce38f9b-1725-4593-bac7-096c8ff36e09,
13156,4,0,26,2020-12-02 11:44:00.000,,,2020-12-02 11:45:18.842,2020-12-02 11:44:05.190,26,1.5703518,20.66,1.0800002,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 11:45:00.000,49a3617f-a595-4c67-a1e6-ae03ffee81b0,
3205,4,0,7,2020-12-02 11:54:00.000,,,2020-12-02 11:55:00.244,2020-12-02 11:55:00.244,7,1.7222222,5.52,0.29,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 11:55:00.000,811c631c-b4b7-42ed-be53-923f06b3f90b,
13720,4,0,23,2020-12-03 09:55:00.000,,,2020-12-03 09:55:47.865,2020-12-03 09:55:17.559,23,1.2295805,16.87,0.94000024,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 09:56:00.000,2d2dddd8-4f1b-414b-8fe4-da8a5d6eca33,
7954,4,0,14,2020-12-02 12:18:00.000,,,2020-12-02 12:18:54.720,2020-12-02 12:18:48.408,14,1.3841224,11.009999,0.61999995,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 12:19:00.000,565066a7-a38a-47f7-8c45-d8c44c531b9b,
5257,4,0,11,2020-12-03 06:30:00.000,,,2020-12-03 06:34:58.188,2020-12-03 06:34:58.188,11,1.6111112,8.47,0.45,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:31:00.000,e055a2d9-0155-40f0-ab0b-3fe487da79a0,
9094,4,0,19,2020-12-01 18:55:00.000,,,2020-12-01 18:55:53.406,2020-12-01 18:55:29.542,19,1.6800727,15.279999,0.90999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:56:00.000,69d21cb7-a799-46a1-b723-bbd75885e7de,
27247,4,0,63,2020-12-04 06:37:00.000,,,2020-12-04 06:40:24.331,2020-12-04 06:40:24.331,63,1.8611112,50.71,2.55,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:38:00.000,0a31d2e2-26ac-4882-ae88-1b7dcbc0865d,
3400,4,0,8,2020-12-03 09:56:00.000,,,2020-12-03 09:56:15.286,2020-12-03 09:56:13.546,8,1.8645344,6.34,0.32,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 09:57:00.000,12dc11e5-bea3-4c05-9058-8bc85bf6b2ad,
2931,4,0,6,2020-12-01 18:58:00.000,,,2020-12-01 18:58:02.362,2020-12-01 18:58:02.362,6,2.3333333,6.84,0.57,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 18:59:00.000,78523e18-6e38-470d-9e6b-6238db2a5936,
26167,4,0,50,2020-12-03 09:57:00.000,,,2020-12-03 09:57:57.732,2020-12-03 09:57:04.681,50,1.4583099,38.159996,2.0500002,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 09:58:00.000,1745b09d-892a-4fb0-970b-a4c2e0f484a0,
5718,4,0,11,2020-12-02 12:19:00.000,,,2020-12-02 12:19:10.273,2020-12-02 12:19:05.918,11,1.4671785,8.389999,0.43999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 12:20:00.000,9f270f59-3d73-4f3b-b064-c977bd430eb4,
9277,4,1,22,2020-11-30 18:54:00.000,,,2020-11-30 18:55:05.110,2020-11-30 18:54:49.416,23,2.1332297,19.789999,1.1099999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:55:00.000,7bc1e610-e3ca-4af5-a985-3cc576c0c8b5,
5629,4,0,13,2020-12-01 19:38:00.000,,,2020-12-01 19:38:56.324,2020-12-01 19:38:52.730,13,1.8297333,10.3,0.53,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 19:39:00.000,64b4367f-7516-4c05-9446-86247e8e4a63,
24092,4,0,45,2020-12-03 09:58:00.000,,,2020-12-03 09:59:52.613,2020-12-03 09:58:13.857,45,1.4091514,33.950005,1.83,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 09:59:00.000,9c6e3e82-440a-4f5c-9df4-92ec5e8c2af3,
13156,4,0,25,2020-12-04 06:38:00.000,,,2020-12-04 06:40:24.410,2020-12-04 06:40:24.410,25,1.4722222,19.37,1.0,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:39:00.000,1ecd3e00-4a52-4e5b-943e-b2c1ffecb7e8,
14077,4,0,29,2020-12-01 19:39:00.000,,,2020-12-01 19:54:58.194,2020-12-01 19:54:58.194,29,1.6111112,22.68,1.16,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 19:40:00.000,fa04c600-e828-439e-8257-0c06c96a83a3,
29633,4,7,56,2020-12-03 09:59:00.000,,,2020-12-03 09:59:59.733,2020-12-03 09:59:52.695,63,2.1232405,62.92,3.8499994,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 10:00:00.000,3f421b24-7b6d-421c-b6ef-c0b588301887,
39776,4,5,71,2020-12-03 06:32:00.000,,,2020-12-03 06:34:58.265,2020-12-03 06:34:58.265,76,1.5277778,60.77,3.44,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:33:00.000,e378fd3b-7c2d-4999-b28d-fd5e97ad22f2,
1821,4,0,7,2020-12-01 20:15:00.000,,,2020-12-01 20:15:57.225,2020-12-01 20:15:57.225,7,6.9444447,12.65,1.01,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 20:16:00.000,479658cc-e423-4f4b-8744-1728ce21bbbd,
9905,4,3,19,2020-11-30 18:55:00.000,,,2020-11-30 18:56:25.392,2020-11-30 18:56:25.392,22,1.7777778,17.61,0.96,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:56:00.000,b573a044-722b-4c6f-917f-567a342f0778,
31448,4,0,63,2020-12-03 10:00:00.000,,,2020-12-03 10:02:10.321,2020-12-03 10:00:00.290,63,1.5552557,48.910007,2.58,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 10:01:00.000,51d77a79-8ecb-4e17-b4eb-72c624b1bb58,
54006,4,0,104,2020-12-03 06:33:00.000,,,2020-12-03 06:34:58.332,2020-12-03 06:34:58.332,104,1.4722222,79.51,4.16,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:34:00.000,79fcf5e5-49cb-464d-90da-89c7fe44f527,
13481,4,0,29,2020-12-02 12:20:00.000,,,2020-12-02 12:21:27.198,2020-12-02 12:20:08.826,29,1.6629736,22.420002,1.1800001,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 12:21:00.000,31903681-628d-447b-8f16-b673170d825a,
10324,4,1,19,2020-12-04 06:39:00.000,,,2020-12-04 06:40:24.531,2020-12-04 06:40:24.531,20,2.1666667,22.37,1.49,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:40:00.000,41056b91-5996-4e47-adb3-4b2ec70968ee,
17203,4,2,30,2020-12-01 20:16:00.000,,,2020-12-01 20:17:54.617,2020-12-01 20:16:10.727,32,1.8042791,31.04,2.11,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 20:17:00.000,9fc7ba4f-6a0b-4ad0-9765-2bfa276f32a8,
5339,4,0,13,2020-12-04 06:40:00.000,,,2020-12-04 06:41:02.693,2020-12-04 06:40:47.994,13,1.9943936,10.65,0.53,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:41:00.000,825420a3-fae4-4c76-9aa0-aff1c0daf3c9,
3310,4,0,8,2020-12-01 21:10:00.000,,,2020-12-01 21:10:38.460,2020-12-01 21:10:36.344,8,1.9150785,6.34,0.31,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 21:11:00.000,5b87cc8b-5d7f-4506-8fce-2991ed084d73,
56682,4,2,97,2020-12-03 06:34:00.000,,,2020-12-03 06:34:58.393,2020-12-03 06:34:58.393,99,1.4166666,80.3,4.57,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:35:00.000,67f9b901-f797-4d29-86c5-6d4ae4cb058a,
35995,4,0,72,2020-12-02 12:21:00.000,,,2020-12-02 12:23:57.352,2020-12-02 12:21:27.313,72,1.5451869,55.62,2.8799992,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 12:22:00.000,10eec968-082a-4752-99bc-69f9ad2a135a,
3368,4,0,7,2020-12-04 06:41:00.000,,,2020-12-04 06:54:58.166,2020-12-04 06:54:58.166,7,1.6388888,5.52,0.28,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:42:00.000,bcc1dac9-ed1a-4bc2-81ef-a42eb02751da,
3704,4,1,11,2020-12-02 12:22:00.000,,,2020-12-02 12:23:57.444,2020-12-02 12:23:57.444,12,2.8611112,10.6,0.55,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 12:23:00.000,0f477288-e1b7-4f25-b9db-f77d4df3ef2b,
12948,4,2,26,2020-12-04 06:42:00.000,,,2020-12-04 06:54:58.240,2020-12-04 06:54:58.240,28,1.8055556,23.38,1.23,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 06:43:00.000,d049664f-be3f-4dd0-b054-7294bf2cb7c8,
17754,4,11,32,2020-11-30 18:56:00.000,,,2020-11-30 18:56:26.765,2020-11-30 18:56:25.536,43,2.1379976,37.960003,2.36,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:57:00.000,b1190983-20e9-4d8f-997b-d6d2d2e87fb2,
12864,4,0,26,2020-12-03 10:01:00.000,,,2020-12-03 10:02:10.421,2020-12-03 10:02:10.421,26,1.7777778,22.87,1.44,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 10:02:00.000,858bceba-cd3a-427d-9cae-9d5c658d7ea3,
10719,4,0,23,2020-12-02 12:23:00.000,,,2020-12-02 12:23:59.256,2020-12-02 12:23:57.602,23,1.9906837,21.340002,1.2699999,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-02 12:24:00.000,863ccf8f-8f2c-449e-b208-5bc14185e6d1,
2799,4,2,7,2020-12-04 07:35:00.000,,,2020-12-04 07:35:46.898,2020-12-04 07:35:44.092,9,3.153881,8.830001,0.67,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 07:36:00.000,26cb6d69-bafd-49b7-bae1-e4d8307fda64,
52320,4,0,96,2020-12-03 06:35:00.000,,,2020-12-03 06:40:04.222,2020-12-03 06:40:04.222,96,1.4166666,74.12,4.08,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 06:36:00.000,69e4cb5e-be33-4d07-9d93-11302e2b46e6,
6131,4,0,13,2020-12-03 10:02:00.000,,,2020-12-03 10:02:15.785,2020-12-03 10:02:10.949,13,1.6569053,10.16,0.52,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-03 10:03:00.000,d3b444f6-af44-4984-aa0c-6534465d3771,
3635,4,0,9,2020-12-04 07:36:00.000,,,2020-12-04 07:36:25.355,2020-12-04 07:36:23.231,9,2.0739892,7.5400004,0.36999997,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 07:37:00.000,9d0374ce-d149-4741-b05d-574af19cdbf6,
3640,4,0,6,2020-11-30 18:57:00.000,,,2020-11-30 18:57:22.385,2020-11-30 18:57:22.385,6,1.2222222,4.45,0.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-11-30 18:58:00.000,d53982d9-ae22-4373-a3d2-4cd5d4e525f4,
1365,4,0,6,2020-12-04 07:50:00.000,,,2020-12-04 07:50:59.433,2020-12-04 07:50:59.433,6,3.8888888,5.31,0.25,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-04 07:51:00.000,a41ec7a9-8418-4030-b089-8aeea5860c39,
13975,4,0,27,2020-12-01 21:54:00.000,,,2020-12-01 21:54:27.837,2020-12-01 21:54:15.044,27,1.4696625,20.540003,1.0900002,UTC+0300,lv82WtQZxZ,com.sec.android.app.shealth,2020-12-01 21:55:00.000,d47be3c6-9ca7-4414-bce3-68d47c0c7873,
